entity_id,in_zscore,in_iqr,in_isolation_forest,methods_flagged,university_name,country,year
University of Modena and Reggio Emilia | Italy | 2015,0,1,0,1,University of Modena and Reggio Emilia,Italy,2015
University of Montana | United States of America | 2013,0,1,0,1,University of Montana,United States of America,2013
University of Montana | United States of America | 2014,0,1,0,1,University of Montana,United States of America,2014
University of Montana | United States of America | 2015,0,1,0,1,University of Montana,United States of America,2015
University of Montreal | Canada | 2012,0,1,0,1,University of Montreal,Canada,2012
University of Montreal | Canada | 2013,0,1,0,1,University of Montreal,Canada,2013
University of Montreal | Canada | 2014,0,1,0,1,University of Montreal,Canada,2014
University of Montreal | Canada | 2015,0,1,0,1,University of Montreal,Canada,2015
University of Münster | Germany | 2012,1,1,0,2,University of Münster,Germany,2012
University of Münster | Germany | 2013,1,1,0,2,University of Münster,Germany,2013
University of Münster | Germany | 2014,1,1,0,2,University of Münster,Germany,2014
University of Münster | Germany | 2015,1,1,0,2,University of Münster,Germany,2015
University of Navarra | Spain | 2014,0,1,0,1,University of Navarra,Spain,2014
University of Navarra | Spain | 2015,0,1,0,1,University of Navarra,Spain,2015
University of Nebraska Medical Center | USA | 2014,1,1,1,3,University of Nebraska Medical Center,USA,2014
University of Nebraska Medical Center | United States of America | 2015,1,1,1,3,University of Nebraska Medical Center,United States of America,2015
University of Nebraska-Lincoln | United States of America | 2014,0,1,0,1,University of Nebraska-Lincoln,United States of America,2014
University of Nebraska-Lincoln | United States of America | 2015,0,1,0,1,University of Nebraska-Lincoln,United States of America,2015
University of New Mexico | United States of America | 2015,0,1,0,1,University of New Mexico,United States of America,2015
University of New South Wales | Australia | 2012,0,1,0,1,University of New South Wales,Australia,2012
University of New South Wales | Australia | 2013,0,1,0,1,University of New South Wales,Australia,2013
University of New South Wales | Australia | 2014,0,1,0,1,University of New South Wales,Australia,2014
University of New South Wales | Australia | 2015,0,1,0,1,University of New South Wales,Australia,2015
University of Newcastle | Australia | 2012,0,1,0,1,University of Newcastle,Australia,2012
University of Newcastle | Australia | 2013,0,1,0,1,University of Newcastle,Australia,2013
University of Newcastle | Australia | 2014,0,1,0,1,University of Newcastle,Australia,2014
University of Newcastle | Australia | 2015,0,1,0,1,University of Newcastle,Australia,2015
University of North Carolina at Chapel Hill | United States of America | 2012,0,1,0,1,University of North Carolina at Chapel Hill,United States of America,2012
University of North Carolina at Chapel Hill | United States of America | 2013,0,1,0,1,University of North Carolina at Chapel Hill,United States of America,2013
University of North Carolina at Chapel Hill | United States of America | 2014,0,1,0,1,University of North Carolina at Chapel Hill,United States of America,2014
University of North Carolina at Chapel Hill | United States of America | 2015,0,1,0,1,University of North Carolina at Chapel Hill,United States of America,2015
University of Notre Dame | United States of America | 2012,0,1,0,1,University of Notre Dame,United States of America,2012
University of Notre Dame | United States of America | 2013,0,1,0,1,University of Notre Dame,United States of America,2013
University of Notre Dame | United States of America | 2014,0,1,0,1,University of Notre Dame,United States of America,2014
University of Notre Dame | United States of America | 2015,0,1,0,1,University of Notre Dame,United States of America,2015
University of Nottingham | United Kingdom | 2012,0,1,0,1,University of Nottingham,United Kingdom,2012
University of Nottingham | United Kingdom | 2013,0,1,0,1,University of Nottingham,United Kingdom,2013
University of Nottingham | United Kingdom | 2014,0,1,0,1,University of Nottingham,United Kingdom,2014
University of Nottingham | United Kingdom | 2015,0,1,0,1,University of Nottingham,United Kingdom,2015
University of Oklahoma | United States of America | 2012,0,1,0,1,University of Oklahoma,United States of America,2012
University of Oklahoma | United States of America | 2013,0,1,0,1,University of Oklahoma,United States of America,2013
University of Oklahoma | United States of America | 2014,0,1,0,1,University of Oklahoma,United States of America,2014
University of Oklahoma | United States of America | 2015,0,1,0,1,University of Oklahoma,United States of America,2015
University of Oregon | USA | 2014,0,1,0,1,University of Oregon,USA,2014
University of Oregon | USA | 2015,0,1,0,1,University of Oregon,USA,2015
University of Oregon | United States of America | 2013,0,1,0,1,University of Oregon,United States of America,2013
University of Oslo | Norway | 2012,0,1,0,1,University of Oslo,Norway,2012
University of Oslo | Norway | 2013,0,1,0,1,University of Oslo,Norway,2013
University of Oslo | Norway | 2014,0,1,0,1,University of Oslo,Norway,2014
University of Oslo | Norway | 2015,0,1,0,1,University of Oslo,Norway,2015
University of Otago | New Zealand | 2012,0,1,0,1,University of Otago,New Zealand,2012
University of Otago | New Zealand | 2013,0,1,0,1,University of Otago,New Zealand,2013
University of Otago | New Zealand | 2014,0,1,0,1,University of Otago,New Zealand,2014
University of Otago | New Zealand | 2015,0,1,0,1,University of Otago,New Zealand,2015
University of Ottawa | Canada | 2012,0,1,0,1,University of Ottawa,Canada,2012
University of Ottawa | Canada | 2013,0,1,0,1,University of Ottawa,Canada,2013
University of Ottawa | Canada | 2014,0,1,0,1,University of Ottawa,Canada,2014
University of Ottawa | Canada | 2015,0,1,0,1,University of Ottawa,Canada,2015
University of Oxford | United Kingdom | 2012,1,1,1,3,University of Oxford,United Kingdom,2012
University of Oxford | United Kingdom | 2013,1,1,1,3,University of Oxford,United Kingdom,2013
University of Oxford | United Kingdom | 2014,1,1,1,3,University of Oxford,United Kingdom,2014
University of Oxford | United Kingdom | 2015,1,1,1,3,University of Oxford,United Kingdom,2015
University of Padua | Italy | 2012,1,1,0,2,University of Padua,Italy,2012
University of Padua | Italy | 2013,1,1,0,2,University of Padua,Italy,2013
University of Padua | Italy | 2014,1,1,0,2,University of Padua,Italy,2014
University of Padua | Italy | 2015,1,1,0,2,University of Padua,Italy,2015
University of Paris North – Paris 13 | France | 2012,0,1,0,1,University of Paris North – Paris 13,France,2012
University of Paris-Sud | France | 2013,0,1,0,1,University of Paris-Sud,France,2013
University of Paris-Sud | France | 2014,0,1,0,1,University of Paris-Sud,France,2014
University of Paris-Sud | France | 2015,0,1,0,1,University of Paris-Sud,France,2015
University of Pavia | Italy | 2013,0,1,0,1,University of Pavia,Italy,2013
University of Pavia | Italy | 2014,0,1,0,1,University of Pavia,Italy,2014
University of Pavia | Italy | 2015,0,1,0,1,University of Pavia,Italy,2015
University of Pennsylvania | United States of America | 2012,1,1,1,3,University of Pennsylvania,United States of America,2012
University of Pennsylvania | United States of America | 2013,1,1,1,3,University of Pennsylvania,United States of America,2013
University of Pennsylvania | United States of America | 2014,1,1,1,3,University of Pennsylvania,United States of America,2014
University of Pennsylvania | United States of America | 2015,1,1,1,3,University of Pennsylvania,United States of America,2015
University of Pisa | Italy | 2012,0,1,0,1,University of Pisa,Italy,2012
University of Pisa | Italy | 2013,0,1,0,1,University of Pisa,Italy,2013
University of Pisa | Italy | 2014,0,1,0,1,University of Pisa,Italy,2014
University of Pisa | Italy | 2015,0,1,0,1,University of Pisa,Italy,2015
University of Pittsburgh | United States of America | 2012,0,1,0,1,University of Pittsburgh,United States of America,2012
University of Pittsburgh | United States of America | 2013,0,1,0,1,University of Pittsburgh,United States of America,2013
University of Pittsburgh | United States of America | 2014,1,1,0,2,University of Pittsburgh,United States of America,2014
University of Pittsburgh | United States of America | 2015,1,1,0,2,University of Pittsburgh,United States of America,2015
University of Porto | Portugal | 2012,1,1,0,2,University of Porto,Portugal,2012
University of Porto | Portugal | 2013,0,1,0,1,University of Porto,Portugal,2013
University of Porto | Portugal | 2014,0,1,0,1,University of Porto,Portugal,2014
University of Porto | Portugal | 2015,0,1,0,1,University of Porto,Portugal,2015
University of Portsmouth | United Kingdom | 2013,0,1,0,1,University of Portsmouth,United Kingdom,2013
University of Portsmouth | United Kingdom | 2014,0,1,0,1,University of Portsmouth,United Kingdom,2014
University of Portsmouth | United Kingdom | 2015,0,1,0,1,University of Portsmouth,United Kingdom,2015
University of Queensland | Australia | 2012,0,1,0,1,University of Queensland,Australia,2012
University of Queensland | Australia | 2014,0,1,0,1,University of Queensland,Australia,2014
University of Queensland | Australia | 2015,0,1,0,1,University of Queensland,Australia,2015
University of Reading | United Kingdom | 2012,0,1,0,1,University of Reading,United Kingdom,2012
University of Reading | United Kingdom | 2013,0,1,0,1,University of Reading,United Kingdom,2013
University of Reading | United Kingdom | 2014,0,1,0,1,University of Reading,United Kingdom,2014
University of Reading | United Kingdom | 2015,0,1,0,1,University of Reading,United Kingdom,2015
University of Rochester | United States of America | 2012,0,1,0,1,University of Rochester,United States of America,2012
University of Rochester | United States of America | 2013,0,1,0,1,University of Rochester,United States of America,2013
University of Rochester | United States of America | 2014,0,1,0,1,University of Rochester,United States of America,2014
University of Rochester | United States of America | 2015,0,1,0,1,University of Rochester,United States of America,2015
University of Rome III | Italy | 2015,1,1,0,2,University of Rome III,Italy,2015
University of Rovira i Virgili | Spain | 2014,0,1,0,1,University of Rovira i Virgili,Spain,2014
University of Salento | Italy | 2012,1,1,0,2,University of Salento,Italy,2012
University of Salento | Italy | 2013,1,1,0,2,University of Salento,Italy,2013
University of Salento | Italy | 2014,1,1,0,2,University of Salento,Italy,2014
University of Salento | Italy | 2015,1,1,0,2,University of Salento,Italy,2015
University of Science and Technology of China | China | 2012,1,1,0,2,University of Science and Technology of China,China,2012
University of Science and Technology of China | China | 2013,0,1,0,1,University of Science and Technology of China,China,2013
University of Science and Technology of China | China | 2014,0,1,0,1,University of Science and Technology of China,China,2014
University of Science and Technology of China | China | 2015,0,1,0,1,University of Science and Technology of China,China,2015
University of Seoul | South Korea | 2014,0,1,0,1,University of Seoul,South Korea,2014
University of Seoul | South Korea | 2015,1,1,0,2,University of Seoul,South Korea,2015
University of Sheffield | United Kingdom | 2012,0,1,0,1,University of Sheffield,United Kingdom,2012
University of Sheffield | United Kingdom | 2013,0,1,0,1,University of Sheffield,United Kingdom,2013
University of Sheffield | United Kingdom | 2014,0,1,0,1,University of Sheffield,United Kingdom,2014
University of Sheffield | United Kingdom | 2015,0,1,0,1,University of Sheffield,United Kingdom,2015
University of South Australia | Australia | 2012,0,1,0,1,University of South Australia,Australia,2012
University of South Australia | Australia | 2013,0,1,0,1,University of South Australia,Australia,2013
University of South Australia | Australia | 2014,1,1,0,2,University of South Australia,Australia,2014
University of South Australia | Australia | 2015,1,1,0,2,University of South Australia,Australia,2015
University of South Carolina | United States of America | 2012,0,1,0,1,University of South Carolina,United States of America,2012
University of South Carolina | United States of America | 2013,0,1,0,1,University of South Carolina,United States of America,2013
University of South Carolina | United States of America | 2014,0,1,0,1,University of South Carolina,United States of America,2014
University of South Carolina | United States of America | 2015,0,1,0,1,University of South Carolina,United States of America,2015
University of South Florida | United States of America | 2012,0,1,0,1,University of South Florida,United States of America,2012
University of South Florida | United States of America | 2013,0,1,0,1,University of South Florida,United States of America,2013
University of South Florida | United States of America | 2014,0,1,0,1,University of South Florida,United States of America,2014
University of South Florida | United States of America | 2015,0,1,0,1,University of South Florida,United States of America,2015
University of Southampton | United Kingdom | 2012,0,1,0,1,University of Southampton,United Kingdom,2012
University of Southampton | United Kingdom | 2013,0,1,0,1,University of Southampton,United Kingdom,2013
University of Southampton | United Kingdom | 2014,0,1,0,1,University of Southampton,United Kingdom,2014
University of Southampton | United Kingdom | 2015,0,1,0,1,University of Southampton,United Kingdom,2015
University of Southern California | United States of America | 2012,0,1,0,1,University of Southern California,United States of America,2012
University of Southern California | United States of America | 2013,0,1,0,1,University of Southern California,United States of America,2013
University of Southern California | United States of America | 2014,0,1,0,1,University of Southern California,United States of America,2014
University of Southern California | United States of America | 2015,0,1,0,1,University of Southern California,United States of America,2015
University of Southern Denmark | Denmark | 2012,0,1,0,1,University of Southern Denmark,Denmark,2012
University of Southern Denmark | Denmark | 2013,0,1,0,1,University of Southern Denmark,Denmark,2013
University of Southern Denmark | Denmark | 2014,0,1,0,1,University of Southern Denmark,Denmark,2014
University of Southern Denmark | Denmark | 2015,0,1,0,1,University of Southern Denmark,Denmark,2015
University of St Andrews | United Kingdom | 2012,1,1,0,2,University of St Andrews,United Kingdom,2012
University of St Andrews | United Kingdom | 2013,1,1,0,2,University of St Andrews,United Kingdom,2013
University of St Andrews | United Kingdom | 2014,1,1,0,2,University of St Andrews,United Kingdom,2014
University of St Andrews | United Kingdom | 2015,1,1,1,3,University of St Andrews,United Kingdom,2015
University of Stirling | United Kingdom | 2012,0,1,0,1,University of Stirling,United Kingdom,2012
University of Stirling | United Kingdom | 2013,0,1,0,1,University of Stirling,United Kingdom,2013
University of Stirling | United Kingdom | 2014,1,1,0,2,University of Stirling,United Kingdom,2014
University of Stirling | United Kingdom | 2015,1,1,0,2,University of Stirling,United Kingdom,2015
University of Strasbourg | France | 2012,0,1,0,1,University of Strasbourg,France,2012
University of Strasbourg | France | 2013,0,1,0,1,University of Strasbourg,France,2013
University of Strasbourg | France | 2014,0,1,0,1,University of Strasbourg,France,2014
University of Strasbourg | France | 2015,0,1,0,1,University of Strasbourg,France,2015
University of Strathclyde | United Kingdom | 2012,1,1,0,2,University of Strathclyde,United Kingdom,2012
University of Strathclyde | United Kingdom | 2013,0,1,0,1,University of Strathclyde,United Kingdom,2013
University of Strathclyde | United Kingdom | 2014,0,1,0,1,University of Strathclyde,United Kingdom,2014
University of Strathclyde | United Kingdom | 2015,0,1,0,1,University of Strathclyde,United Kingdom,2015
University of Stuttgart | Germany | 2014,1,1,0,2,University of Stuttgart,Germany,2014
University of Stuttgart | Germany | 2015,1,1,0,2,University of Stuttgart,Germany,2015
University of Surrey | United Kingdom | 2012,1,1,0,2,University of Surrey,United Kingdom,2012
University of Surrey | United Kingdom | 2013,1,1,0,2,University of Surrey,United Kingdom,2013
University of Surrey | United Kingdom | 2014,0,1,0,1,University of Surrey,United Kingdom,2014
University of Surrey | United Kingdom | 2015,1,1,0,2,University of Surrey,United Kingdom,2015
University of Sussex | United Kingdom | 2012,0,1,0,1,University of Sussex,United Kingdom,2012
University of Sussex | United Kingdom | 2013,0,1,0,1,University of Sussex,United Kingdom,2013
University of Sussex | United Kingdom | 2014,0,1,0,1,University of Sussex,United Kingdom,2014
University of Sussex | United Kingdom | 2015,0,1,0,1,University of Sussex,United Kingdom,2015
University of Sydney | Australia | 2012,0,1,1,2,University of Sydney,Australia,2012
University of Sydney | Australia | 2013,0,1,0,1,University of Sydney,Australia,2013
University of Sydney | Australia | 2014,0,1,0,1,University of Sydney,Australia,2014
University of Sydney | Australia | 2015,0,1,0,1,University of Sydney,Australia,2015
University of São Paulo | Brazil | 2012,1,1,1,3,University of São Paulo,Brazil,2012
University of São Paulo | Brazil | 2013,1,1,1,3,University of São Paulo,Brazil,2013
University of São Paulo | Brazil | 2014,1,1,1,3,University of São Paulo,Brazil,2014
University of São Paulo | Brazil | 2015,1,1,1,3,University of São Paulo,Brazil,2015
University of Tampere | Finland | 2012,0,1,0,1,University of Tampere,Finland,2012
University of Tampere | Finland | 2013,0,1,0,1,University of Tampere,Finland,2013
University of Tampere | Finland | 2014,0,1,0,1,University of Tampere,Finland,2014
University of Tampere | Finland | 2015,0,1,0,1,University of Tampere,Finland,2015
University of Tartu | Estonia | 2012,1,1,0,2,University of Tartu,Estonia,2012
University of Tartu | Estonia | 2013,0,1,0,1,University of Tartu,Estonia,2013
University of Tartu | Estonia | 2014,0,1,0,1,University of Tartu,Estonia,2014
University of Tartu | Estonia | 2015,0,1,0,1,University of Tartu,Estonia,2015
University of Tasmania | Australia | 2012,0,1,0,1,University of Tasmania,Australia,2012
University of Tasmania | Australia | 2013,0,1,0,1,University of Tasmania,Australia,2013
University of Tasmania | Australia | 2014,0,1,0,1,University of Tasmania,Australia,2014
University of Tasmania | Australia | 2015,0,1,0,1,University of Tasmania,Australia,2015
University of Technology Sydney | Australia | 2013,1,1,0,2,University of Technology Sydney,Australia,2013
University of Technology Sydney | Australia | 2014,1,1,0,2,University of Technology Sydney,Australia,2014
University of Technology Sydney | Australia | 2015,1,1,0,2,University of Technology Sydney,Australia,2015
University of Texas MD Anderson Cancer Center | USA | 2012,0,1,0,1,University of Texas MD Anderson Cancer Center,USA,2012
University of Texas MD Anderson Cancer Center | USA | 2014,0,1,0,1,University of Texas MD Anderson Cancer Center,USA,2014
University of Texas MD Anderson Cancer Center | USA | 2015,0,1,0,1,University of Texas MD Anderson Cancer Center,USA,2015
University of Texas Southwestern Medical Center | USA | 2012,0,1,0,1,University of Texas Southwestern Medical Center,USA,2012
University of Texas Southwestern Medical Center | USA | 2014,0,1,0,1,University of Texas Southwestern Medical Center,USA,2014
University of Texas Southwestern Medical Center | USA | 2015,0,1,0,1,University of Texas Southwestern Medical Center,USA,2015
University of Texas at Austin | United States of America | 2012,0,1,1,2,University of Texas at Austin,United States of America,2012
University of Texas at Austin | United States of America | 2013,0,1,1,2,University of Texas at Austin,United States of America,2013
University of Texas at Austin | United States of America | 2014,0,1,1,2,University of Texas at Austin,United States of America,2014
University of Texas at Austin | United States of America | 2015,0,1,1,2,University of Texas at Austin,United States of America,2015
University of Texas at Dallas | United States of America | 2012,0,1,0,1,University of Texas at Dallas,United States of America,2012
University of Texas at Dallas | United States of America | 2013,0,1,0,1,University of Texas at Dallas,United States of America,2013
University of Texas at Dallas | United States of America | 2014,0,1,0,1,University of Texas at Dallas,United States of America,2014
University of Texas at Dallas | United States of America | 2015,0,1,0,1,University of Texas at Dallas,United States of America,2015
University of Texas at San Antonio | USA | 2014,0,1,0,1,University of Texas at San Antonio,USA,2014
University of Texas at San Antonio | USA | 2015,0,1,0,1,University of Texas at San Antonio,USA,2015
University of Texas at San Antonio | United States of America | 2012,0,1,0,1,University of Texas at San Antonio,United States of America,2012
University of Texas at San Antonio | United States of America | 2013,0,1,0,1,University of Texas at San Antonio,United States of America,2013
University of Tokyo | Japan | 2012,1,1,1,3,University of Tokyo,Japan,2012
University of Tokyo | Japan | 2013,1,1,1,3,University of Tokyo,Japan,2013
University of Tokyo | Japan | 2014,1,1,1,3,University of Tokyo,Japan,2014
University of Tokyo | Japan | 2015,1,1,1,3,University of Tokyo,Japan,2015
University of Toronto | Canada | 2012,1,1,1,3,University of Toronto,Canada,2012
University of Toronto | Canada | 2013,1,1,1,3,University of Toronto,Canada,2013
University of Toronto | Canada | 2014,1,1,1,3,University of Toronto,Canada,2014
University of Toronto | Canada | 2015,1,1,1,3,University of Toronto,Canada,2015
University of Trento | Italy | 2012,1,1,0,2,University of Trento,Italy,2012
University of Trento | Italy | 2013,1,1,0,2,University of Trento,Italy,2013
University of Trento | Italy | 2014,1,1,0,2,University of Trento,Italy,2014
University of Trento | Italy | 2015,1,1,0,2,University of Trento,Italy,2015
University of Trieste | Italy | 2012,0,1,0,1,University of Trieste,Italy,2012
University of Trieste | Italy | 2013,0,1,0,1,University of Trieste,Italy,2013
University of Trieste | Italy | 2014,0,1,0,1,University of Trieste,Italy,2014
University of Trieste | Italy | 2015,0,1,0,1,University of Trieste,Italy,2015
University of Tsukuba | Japan | 2012,0,1,0,1,University of Tsukuba,Japan,2012
University of Tsukuba | Japan | 2013,0,1,0,1,University of Tsukuba,Japan,2013
University of Tsukuba | Japan | 2014,0,1,0,1,University of Tsukuba,Japan,2014
University of Tsukuba | Japan | 2015,0,1,0,1,University of Tsukuba,Japan,2015
University of Turin | Italy | 2013,1,1,0,2,University of Turin,Italy,2013
University of Turin | Italy | 2014,1,1,1,3,University of Turin,Italy,2014
University of Turin | Italy | 2015,1,1,1,3,University of Turin,Italy,2015
University of Turku | Finland | 2012,0,1,0,1,University of Turku,Finland,2012
University of Turku | Finland | 2014,0,1,0,1,University of Turku,Finland,2014
University of Turku | Finland | 2015,0,1,0,1,University of Turku,Finland,2015
University of Twente | Netherlands | 2012,0,1,0,1,University of Twente,Netherlands,2012
University of Twente | Netherlands | 2013,0,1,0,1,University of Twente,Netherlands,2013
University of Twente | Netherlands | 2014,0,1,0,1,University of Twente,Netherlands,2014
University of Twente | Netherlands | 2015,0,1,0,1,University of Twente,Netherlands,2015
University of Tübingen | Germany | 2012,0,1,0,1,University of Tübingen,Germany,2012
University of Tübingen | Germany | 2013,0,1,0,1,University of Tübingen,Germany,2013
University of Tübingen | Germany | 2014,0,1,0,1,University of Tübingen,Germany,2014
University of Tübingen | Germany | 2015,0,1,0,1,University of Tübingen,Germany,2015
University of Utah | United States of America | 2012,0,1,0,1,University of Utah,United States of America,2012
University of Utah | United States of America | 2013,0,1,0,1,University of Utah,United States of America,2013
University of Utah | United States of America | 2014,0,1,0,1,University of Utah,United States of America,2014
University of Utah | United States of America | 2015,0,1,0,1,University of Utah,United States of America,2015
University of Valencia | Spain | 2012,0,1,0,1,University of Valencia,Spain,2012
University of Valencia | Spain | 2013,0,1,0,1,University of Valencia,Spain,2013
University of Valencia | Spain | 2014,0,1,0,1,University of Valencia,Spain,2014
University of Valencia | Spain | 2015,0,1,0,1,University of Valencia,Spain,2015
University of Vermont | United States of America | 2013,0,1,0,1,University of Vermont,United States of America,2013
University of Vermont | United States of America | 2014,0,1,0,1,University of Vermont,United States of America,2014
University of Vermont | United States of America | 2015,0,1,0,1,University of Vermont,United States of America,2015
University of Victoria | Canada | 2012,0,1,0,1,University of Victoria,Canada,2012
University of Victoria | Canada | 2013,0,1,0,1,University of Victoria,Canada,2013
University of Victoria | Canada | 2014,0,1,0,1,University of Victoria,Canada,2014
University of Victoria | Canada | 2015,0,1,0,1,University of Victoria,Canada,2015
University of Vienna | Austria | 2012,0,1,0,1,University of Vienna,Austria,2012
University of Vienna | Austria | 2013,0,1,0,1,University of Vienna,Austria,2013
University of Vienna | Austria | 2014,0,1,0,1,University of Vienna,Austria,2014
University of Vienna | Austria | 2015,0,1,0,1,University of Vienna,Austria,2015
University of Vigo | Spain | 2013,0,1,0,1,University of Vigo,Spain,2013
University of Vigo | Spain | 2014,1,1,0,2,University of Vigo,Spain,2014
University of Vigo | Spain | 2015,0,1,0,1,University of Vigo,Spain,2015
University of Virginia | United States of America | 2012,0,1,0,1,University of Virginia,United States of America,2012
University of Virginia | United States of America | 2013,0,1,0,1,University of Virginia,United States of America,2013
University of Virginia | United States of America | 2014,0,1,0,1,University of Virginia,United States of America,2014
University of Virginia | United States of America | 2015,0,1,0,1,University of Virginia,United States of America,2015
University of Waikato | New Zealand | 2012,0,1,0,1,University of Waikato,New Zealand,2012
University of Waikato | New Zealand | 2013,0,1,0,1,University of Waikato,New Zealand,2013
University of Waikato | New Zealand | 2014,1,1,0,2,University of Waikato,New Zealand,2014
University of Waikato | New Zealand | 2015,1,1,0,2,University of Waikato,New Zealand,2015
University of Warsaw | Poland | 2012,0,1,0,1,University of Warsaw,Poland,2012
University of Warsaw | Poland | 2013,0,1,0,1,University of Warsaw,Poland,2013
University of Warsaw | Poland | 2014,0,1,0,1,University of Warsaw,Poland,2014
University of Warsaw | Poland | 2015,0,1,0,1,University of Warsaw,Poland,2015
University of Warwick | United Kingdom | 2012,0,1,0,1,University of Warwick,United Kingdom,2012
University of Warwick | United Kingdom | 2013,0,1,0,1,University of Warwick,United Kingdom,2013
University of Warwick | United Kingdom | 2014,0,1,0,1,University of Warwick,United Kingdom,2014
University of Warwick | United Kingdom | 2015,0,1,0,1,University of Warwick,United Kingdom,2015
University of Washington | United States of America | 2012,0,1,0,1,University of Washington,United States of America,2012
University of Washington | United States of America | 2013,0,1,1,2,University of Washington,United States of America,2013
University of Washington | United States of America | 2014,0,1,0,1,University of Washington,United States of America,2014
University of Washington | United States of America | 2015,0,1,0,1,University of Washington,United States of America,2015
University of Waterloo | Canada | 2012,0,1,0,1,University of Waterloo,Canada,2012
University of Waterloo | Canada | 2013,0,1,0,1,University of Waterloo,Canada,2013
University of Waterloo | Canada | 2014,0,1,0,1,University of Waterloo,Canada,2014
University of Waterloo | Canada | 2015,0,1,0,1,University of Waterloo,Canada,2015
University of Western Australia | Australia | 2012,0,1,0,1,University of Western Australia,Australia,2012
University of Western Australia | Australia | 2013,0,1,0,1,University of Western Australia,Australia,2013
University of Western Australia | Australia | 2014,0,1,0,1,University of Western Australia,Australia,2014
University of Western Australia | Australia | 2015,0,1,0,1,University of Western Australia,Australia,2015
University of Western Ontario | Canada | 2012,0,1,0,1,University of Western Ontario,Canada,2012
University of Western Ontario | Canada | 2013,0,1,0,1,University of Western Ontario,Canada,2013
University of Western Ontario | Canada | 2014,0,1,0,1,University of Western Ontario,Canada,2014
University of Western Ontario | Canada | 2015,0,1,0,1,University of Western Ontario,Canada,2015
University of Wisconsin-Madison | United States of America | 2012,0,1,1,2,University of Wisconsin-Madison,United States of America,2012
University of Wisconsin-Madison | United States of America | 2013,0,1,1,2,University of Wisconsin-Madison,United States of America,2013
University of Wisconsin-Madison | United States of America | 2014,0,1,1,2,University of Wisconsin-Madison,United States of America,2014
University of Wisconsin-Madison | United States of America | 2015,0,1,1,2,University of Wisconsin-Madison,United States of America,2015
University of Wollongong | Australia | 2012,0,1,0,1,University of Wollongong,Australia,2012
University of Wollongong | Australia | 2013,0,1,0,1,University of Wollongong,Australia,2013
University of Wollongong | Australia | 2014,0,1,0,1,University of Wollongong,Australia,2014
University of Wollongong | Australia | 2015,0,1,0,1,University of Wollongong,Australia,2015
University of Wyoming | USA | 2015,0,1,0,1,University of Wyoming,USA,2015
University of Wyoming | United States of America | 2012,0,1,0,1,University of Wyoming,United States of America,2012
University of Wyoming | United States of America | 2013,0,1,0,1,University of Wyoming,United States of America,2013
University of Wyoming | United States of America | 2014,0,1,0,1,University of Wyoming,United States of America,2014
University of Würzburg | Germany | 2012,0,1,0,1,University of Würzburg,Germany,2012
University of Würzburg | Germany | 2013,0,1,0,1,University of Würzburg,Germany,2013
University of Würzburg | Germany | 2014,0,1,0,1,University of Würzburg,Germany,2014
University of Würzburg | Germany | 2015,0,1,0,1,University of Würzburg,Germany,2015
University of York | United Kingdom | 2012,0,1,0,1,University of York,United Kingdom,2012
University of York | United Kingdom | 2013,0,1,0,1,University of York,United Kingdom,2013
University of York | United Kingdom | 2014,0,1,0,1,University of York,United Kingdom,2014
University of York | United Kingdom | 2015,0,1,0,1,University of York,United Kingdom,2015
University of Zaragoza | Spain | 2012,0,1,0,1,University of Zaragoza,Spain,2012
University of Zaragoza | Spain | 2014,0,1,0,1,University of Zaragoza,Spain,2014
University of Zaragoza | Spain | 2015,0,1,0,1,University of Zaragoza,Spain,2015
University of Zurich | Switzerland | 2012,0,1,0,1,University of Zurich,Switzerland,2012
University of Zurich | Switzerland | 2013,0,1,0,1,University of Zurich,Switzerland,2013
University of Zurich | Switzerland | 2014,0,1,0,1,University of Zurich,Switzerland,2014
University of Zurich | Switzerland | 2015,0,1,0,1,University of Zurich,Switzerland,2015
"University of the Andes, Colombia | Colombia | 2013",1,1,0,2,"University of the Andes, Colombia",Colombia,2013
"University of the Andes, Colombia | Colombia | 2014",0,1,0,1,"University of the Andes, Colombia",Colombia,2014
"University of the Andes, Colombia | Colombia | 2015",0,1,0,1,"University of the Andes, Colombia",Colombia,2015
University of the Witwatersrand | South Africa | 2012,0,1,0,1,University of the Witwatersrand,South Africa,2012
University of the Witwatersrand | South Africa | 2014,0,1,0,1,University of the Witwatersrand,South Africa,2014
University of the Witwatersrand | South Africa | 2015,0,1,0,1,University of the Witwatersrand,South Africa,2015
Université Catholique de Louvain | Belgium | 2012,0,1,0,1,Université Catholique de Louvain,Belgium,2012
Université Catholique de Louvain | Belgium | 2013,0,1,0,1,Université Catholique de Louvain,Belgium,2013
Université Catholique de Louvain | Belgium | 2014,0,1,0,1,Université Catholique de Louvain,Belgium,2014
Université Catholique de Louvain | Belgium | 2015,0,1,0,1,Université Catholique de Louvain,Belgium,2015
Université Libre de Bruxelles | Belgium | 2012,0,1,0,1,Université Libre de Bruxelles,Belgium,2012
Université Libre de Bruxelles | Belgium | 2013,0,1,0,1,Université Libre de Bruxelles,Belgium,2013
Université Libre de Bruxelles | Belgium | 2014,0,1,0,1,Université Libre de Bruxelles,Belgium,2014
Université Libre de Bruxelles | Belgium | 2015,0,1,0,1,Université Libre de Bruxelles,Belgium,2015
Uppsala University | Sweden | 2012,0,1,0,1,Uppsala University,Sweden,2012
